key,input,maip_score
6f7110b246730e6e6b8c2bc01008aacd,CO[C@@]1(CO)O[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,7.810060511000681
143d5bde651e6e9adeabbf0056b20717,CC[C@]1(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H](O)[C@@H]1O,12.502660626796455
31b62d60519f0dcfc0646dff5f2bc8b6,CCC[C@]1(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H](O)[C@@H]1O,12.632366805075842
a88a2075967e2f192c045c0961ba9c63,CO[C@]1(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H](O)[C@@H]1O,8.184196683124274
7b720c7a8a7b422eb05dc0aaef628c03,CO[C@]1(OC2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@@H]1O,8.184196683124274
8b5cc46148513e71348456b05c2976e0,CO[C@]1(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H](O)[C@@H]1O,8.184196683124274
2b3c07e19c0f5f1e7e6f3c92ff6a619e,CO[C@]1(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@@H]1O,8.184196683124274
a6e077d3faf28f491657f9bffb84bae1,CO[C@@]1(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,8.184196683124274
e3cfc622e161b61106fde40a51f6ce00,CO[C@@]1(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,8.184196683124274
5d67c7681e22581f2b8af54f068ed0b2,CO[C@]1(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@@H]1O,8.184196683124274
0533dcaa90eff71f07f91496bc051594,C[C@@]1(O)O[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H]1O,12.554904265777392
d2c8bdfa32c81b62474868f117477985,CCOC1(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H](O)[C@@H]1O,7.715837586783649
0f2fc0f703ec3bb5bd3921a2ce1296a2,CCOC1(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,7.715837586783649
f0673fc74d5a6952a4d927087384dd3f,CCOC1(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)C(O)[C@@H]1O,7.715837586783649
decb082920553e611172cc354ed7ec6c,CCOC1(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)C(O)[C@@H]1O,7.715837586783649
11774c08af421b96044eedb7a1fdbae4,CCCOC1(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)C(O)[C@@H]1O,9.507202778989727
601e4cdeaeec67ce494b5a6a7ae8829b,C[C@]1(O)[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H]1O,12.21717404244453
56b6d149719a897cf5a331065f6939b3,CCCOC[C@]1(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@@H]1O,13.981917479243316
